group,path,object_id,git_mode,decision,reviewer,evidence_or_action
knowledge,docs/knowledge/surfaces/slack-commands.md,e55ed55544a93d191ab68aa3d26088d8141571bb,100644,pending,,
knowledge,docs/knowledge/validation/gates.md,ba307358ac1dc9d4416675f6c8a5e45f5a46104c,100644,pending,,
knowledge,docs/knowledge/validation/readiness-axes.md,47cdfa50f2d87885a1b56cc49ccd084621519a0a,100644,pending,,
licensing-and-dependencies,Cargo.lock,ee6e1a2a8b00b57f0073feebfaa911ae8e832bef,100644,pending,,
licensing-and-dependencies,Cargo.toml,249f072dfd533d5edfccdb4eb4f60d86eb4bda58,100644,pending,,
licensing-and-dependencies,LICENSE,f0e5827616c1af9160e158d301f9bb622d870591,100644,pending,,
licensing-and-dependencies,apps/dashboard/package-lock.json,ee772ce8bbdbcf4452bbefbbfeab411692e8281c,100644,pending,,
licensing-and-dependencies,apps/dashboard/package.json,a10c9e4808868397c2aad22253d91ead1f9a81e7,100644,pending,,
licensing-and-dependencies,apps/dashboard/src-tauri/Cargo.lock,6a410bab6404b24546b586af133167ec0f419603,100644,pending,,
licensing-and-dependencies,apps/dashboard/src-tauri/Cargo.toml,775a5ad54b9aaafe0019f82fa6f1bc227a2fcb3c,100644,pending,,
licensing-and-dependencies,crates/cli/Cargo.toml,c058c59edc65783238ef2758f2be07b27ed28b4e,100644,pending,,
licensing-and-dependencies,crates/engine/Cargo.toml,70309c3c3b6cded2af1d4e99f62fab3d4c6a1f98,100644,pending,,
licensing-and-dependencies,crates/server/Cargo.toml,afefcb1223039718a6d13f56df58232aebf7ff28,100644,pending,,
licensing-and-dependencies,crates/slack/Cargo.toml,b2c2e44c0f6b0fc4c2cf331ee997c1211b63c12f,100644,pending,,
licensing-and-dependencies,deny.toml,4385fa5dbbf9e897f9be007a16ba32f04c1b46a8,100644,pending,,
mission-records,.kranz/missions/index.md,ef63a25b12a64a2591371eba24a911ef86b4023a,100644,pending,,
mission-records,.kranz/missions/m-079c36/plan.json,7b3fe83c47ef7dcd2e7d9582ecb82e50da23b13d,100644,pending,,
mission-records,.kranz/missions/m-079c36/plan.md,95c5eb4a38c7cd8a84c5edf38125e8eecdbebb35,100644,pending,,
mission-records,.kranz/missions/m-079c36/report.md,b4032c11f4c681dfff963d5133ca28f9495c71f8,100644,pending,,
mission-records,.kranz/missions/m-0b8da7/plan.json,7edb0e2fa9ac5cc3c102b02a4e29af6d6d66f372,100644,pending,,
mission-records,.kranz/missions/m-0b8da7/plan.md,6b8651e4d420b764fba2c44727e47c1a1ad19445,100644,pending,,
mission-records,.kranz/missions/m-0b8da7/report.md,6ddcf9371ae4ea67ca2fbd1bf32db8c8961a54a7,100644,pending,,
mission-records,.kranz/missions/m-0f1abd/plan.json,6978b54db14b8f553e92354c8269470a5db03f1b,100644,pending,,
mission-records,.kranz/missions/m-0f1abd/plan.md,71d9a2e3804fafbb7b1cb2fdcad4ab3191f1f70d,100644,pending,,
mission-records,.kranz/missions/m-0f1abd/report.md,32821577f1a106897623bdf00a0ee570d61edda3,100644,pending,,
mission-records,.kranz/missions/m-0f1abd/research.md,fa676cdf01d71ea0434b17f3f8143bec88ed6cc0,100644,pending,,
mission-records,.kranz/missions/m-165b6f/plan.json,4d3aca6327ab69097dfc15e3fb59499580d74c17,100644,pending,,
mission-records,.kranz/missions/m-165b6f/plan.md,2e67aff78dc40f4c42f604aef8b53c092a014cab,100644,pending,,
mission-records,.kranz/missions/m-165b6f/report.md,335524273ea9f4d4e043ab73dcdee0f54e05174d,100644,pending,,
mission-records,.kranz/missions/m-2bc647/plan.json,1079e228a3ae64d26db50b4224eeeb13c554a4d2,100644,pending,,
mission-records,.kranz/missions/m-2bc647/plan.md,200200cc78253387a56c162e189019d5a33405ca,100644,pending,,
mission-records,.kranz/missions/m-2bc647/report.md,e11d143d8b8b203d473df768da41dd83d5a3244d,100644,pending,,
mission-records,.kranz/missions/m-3b2f03/plan.json,aea980577c19b6e39ec6d48ced75c6491581cc46,100644,pending,,
mission-records,.kranz/missions/m-3b2f03/plan.md,3a5e2e5478023c0c9db1cf276214c049127ae5e1,100644,pending,,
mission-records,.kranz/missions/m-3b2f03/report.md,a6526a5707b4f149323c06ca2fd6cd6bf7019cf4,100644,pending,,
mission-records,.kranz/missions/m-43b20d/plan.json,3ae4c483ba672ad50bb88e05eb688bd5ca5ca604,100644,pending,,
mission-records,.kranz/missions/m-43b20d/plan.md,e42eb8a6d1f3fbe5297b7bba5ca561e474726ee6,100644,pending,,
mission-records,.kranz/missions/m-43b20d/report.md,e8ec33c227f6d70077acf8b94ddf65381b32abd4,100644,pending,,
mission-records,.kranz/missions/m-45624a/plan.json,cd86b2a2d722c1b535f17d0588d3c431ecdf1302,100644,pending,,
mission-records,.kranz/missions/m-45624a/plan.md,6bb9cd628cc7a73c504db59b8bf238b89c6634dc,100644,pending,,
mission-records,.kranz/missions/m-45624a/report.md,dfd293b649f9890f60af7d43b022ac885aa3a183,100644,pending,,
mission-records,.kranz/missions/m-468277/plan.json,73d08d2a4544a01ff6915c6ee4c6bc5dca7ef084,100644,pending,,
mission-records,.kranz/missions/m-468277/plan.md,3e97380ddfe4aedce0b95165c24a75c7f7b884b7,100644,pending,,
mission-records,.kranz/missions/m-468277/report.md,8e75304cd65e34b805eb77b79a7c5cb556364cb0,100644,pending,,
mission-records,.kranz/missions/m-502576/plan.json,e3989aca98070bd3a2773a6d7bee62f45ac49079,100644,pending,,
mission-records,.kranz/missions/m-502576/plan.md,85c5b9ef9ef152db801805f2133dd655d76014ff,100644,pending,,
mission-records,.kranz/missions/m-502576/report.md,54e0d827dc8766e5d9ce96ea320688e4db61a7b5,100644,pending,,
mission-records,.kranz/missions/m-5224ee/plan.json,1e827fc3bb227db966f89b49f2cff589601036de,100644,pending,,
mission-records,.kranz/missions/m-5224ee/plan.md,bf7554201e9ac177036f0ba85f15ff7f3c7b8ff5,100644,pending,,
mission-records,.kranz/missions/m-5224ee/report.md,a3aff4b124b4bbe6c54acc9007eb572de56ac785,100644,pending,,
mission-records,.kranz/missions/m-5d2c79/plan.json,3eab8d5733a18abf14e461c7dce211fd877bdfe6,100644,pending,,
mission-records,.kranz/missions/m-5d2c79/plan.md,467bb1b5eaa8fa5a354520f386dc386f5b7c7b68,100644,pending,,
mission-records,.kranz/missions/m-5d2c79/report.md,eecb996e2fbfa098ad46fed6a752d56d6ff141d4,100644,pending,,
mission-records,.kranz/missions/m-642a1a/report.md,edc0539b16932ec77fc4f1677ce58d9c55d0a32c,100644,pending,,
mission-records,.kranz/missions/m-66aff8/plan.json,8c052fbd9c6a0e73a2acf530728dd29e4c5ab2d3,100644,pending,,
mission-records,.kranz/missions/m-66aff8/plan.md,d790b157cf359f1f4c3588484a85a74f97f485b7,100644,pending,,
mission-records,.kranz/missions/m-66aff8/report.md,e63564005c4b620b4bea7eeae943e3c0d4fdfc1e,100644,pending,,
mission-records,.kranz/missions/m-671b04/plan.json,e01ce60f81b9f6f060e0e6314a403b3630eda6f5,100644,pending,,
mission-records,.kranz/missions/m-671b04/plan.md,b47834d0a7cfb9fe039e041b7b1e27523ac09336,100644,pending,,
mission-records,.kranz/missions/m-671b04/report.md,c3968803d29c024398c0804dd79120a05daa6bb9,100644,pending,,
mission-records,.kranz/missions/m-673f53/plan.json,f7485779e0057a017448c162b820ea380e242088,100644,pending,,
mission-records,.kranz/missions/m-673f53/plan.md,a0d63b6daedf8ea2b617dcb37203a8917996ea64,100644,pending,,
mission-records,.kranz/missions/m-673f53/report.md,7a273c741c7b4a9364c2bc80b7690dff6e258647,100644,pending,,
mission-records,.kranz/missions/m-6a20dc/plan.json,45a456c5cac409b96de66aaf3bdd5576604e9bd1,100644,pending,,
mission-records,.kranz/missions/m-6a20dc/plan.md,701fd6d44f5634b0c7e0f13ce18883578933da3a,100644,pending,,
mission-records,.kranz/missions/m-6a20dc/report.md,d151214d35c91fc1fa30cd3b71d68bbdc35f2959,100644,pending,,
mission-records,.kranz/missions/m-73ada5/plan.json,5084ba244837d8d2f120632859815cf8f867766d,100644,pending,,
mission-records,.kranz/missions/m-73ada5/plan.md,d935a58c677a75b8a5ee8827494828f1f1f09a50,100644,pending,,
mission-records,.kranz/missions/m-73ada5/report.md,5d320ad4e8c86b39bb1f3a541737e62ac2d2b4c0,100644,pending,,
mission-records,.kranz/missions/m-73ada5/research.md,dc420475c7c9520802ca1ab6e1ea42489111cf27,100644,pending,,
mission-records,.kranz/missions/m-7613f3/plan.json,041d1d1f9c9d61df402a62072a2bde05499c4c4a,100644,pending,,
mission-records,.kranz/missions/m-7613f3/plan.md,2690763adde0bdfb359bba58435656438fe62c02,100644,pending,,
mission-records,.kranz/missions/m-7613f3/report.md,5e357d8ffb65612b0ca91b4d97bd3c49362ed695,100644,pending,,
mission-records,.kranz/missions/m-781413/plan.json,a0520d07792f35d4f54744d13a47e19b14c66b01,100644,pending,,
mission-records,.kranz/missions/m-781413/plan.md,c5bfaaafc47217efa4090f72e43a22ce26b39622,100644,pending,,
mission-records,.kranz/missions/m-781413/report.md,1b1a553b839d6fbea6243b2fcf97af041e059926,100644,pending,,
mission-records,.kranz/missions/m-7820b9/plan.json,9ed0f5624b366acb7233746de50cdd8197371c3c,100644,pending,,
mission-records,.kranz/missions/m-7820b9/plan.md,854d953a2b9acc22f0656518cb8815540331f0e3,100644,pending,,
mission-records,.kranz/missions/m-7820b9/report.md,d5b12d5b37901b539829332e85583c1c101fab12,100644,pending,,
mission-records,.kranz/missions/m-7820b9/research.md,7bb660be8d7d9a3713a689d9eb91829f9959f8e1,100644,pending,,
mission-records,.kranz/missions/m-78410b/plan.json,6d6e332c47ce357e679a7d5ba525cc17063fab26,100644,pending,,
mission-records,.kranz/missions/m-78410b/plan.md,011a150da02cd9ac7da7a6e308c07aea47de493e,100644,pending,,
mission-records,.kranz/missions/m-78410b/report.md,e6975689443ce701ef46fb18df5c1e34fcbc5c5b,100644,pending,,
mission-records,.kranz/missions/m-836459/plan.json,f542aea1af4e7fa68d4a955844ca7aa5377ce0e6,100644,pending,,
mission-records,.kranz/missions/m-836459/plan.md,40e23fc76ae104869975e35893eddde5a061a407,100644,pending,,
mission-records,.kranz/missions/m-836459/report.md,e57d300cac42ad59ea0815307467727c40370ad9,100644,pending,,
mission-records,.kranz/missions/m-836e99/plan.json,8b21ce243ed4246511835c100a2e4eada1e49889,100644,pending,,
mission-records,.kranz/missions/m-836e99/plan.md,4225b3180682eac53e8eca1b8a7582c2d17919da,100644,pending,,
mission-records,.kranz/missions/m-836e99/report.md,a642f08737c724e4a13344a7e09dac289ebb1590,100644,pending,,
mission-records,.kranz/missions/m-84e7ea/report.md,999cc8b3c7fd620648f799a4fe3e2318c89cf383,100644,pending,,
mission-records,.kranz/missions/m-8b3ec3/plan.json,32b4558c6b2afb673aeb5404c9f3595dcec272fa,100644,pending,,
mission-records,.kranz/missions/m-8b3ec3/plan.md,6ace36ff11f8294cd08d5fefdf1317a3ad7c63f9,100644,pending,,
mission-records,.kranz/missions/m-8b3ec3/research.md,2916d0e29663db1b24cd688d2f1885f2c72214de,100644,pending,,
mission-records,.kranz/missions/m-8b7db0/plan.json,1554808cd84bd1fe6acbd23eb3d90ebf92cbfbad,100644,pending,,
mission-records,.kranz/missions/m-8b7db0/plan.md,affdedf4b1b45cbc1db89f584f1badd7a92f1ae7,100644,pending,,
mission-records,.kranz/missions/m-8b7db0/report.md,5c250aa55f32152e5943e7d710bdfd1147d2cca6,100644,pending,,
mission-records,.kranz/missions/m-9d4193/plan.json,4e026a9f10bc715133f128332f42ed33bbe9342a,100644,pending,,
mission-records,.kranz/missions/m-9d4193/plan.md,6777979f4b9baa6bbbabd0533e24e49783ce0501,100644,pending,,
mission-records,.kranz/missions/m-9d4193/report.md,b94e70877c05da76f960cdbf605d4f980bda4eef,100644,pending,,
mission-records,.kranz/missions/m-9dc8c1/plan.json,ecc0f374f3c2c31257943e8933af7ed75ed00c50,100644,pending,,
mission-records,.kranz/missions/m-9dc8c1/plan.md,f8e72096e4e245f37814d72a15a91499636f8fe9,100644,pending,,
mission-records,.kranz/missions/m-9dc8c1/report.md,ed94a0081f3e909258d5d6b34824d82ef982e615,100644,pending,,
mission-records,.kranz/missions/m-9dc8c1/research.md,2044d55d3f9722b46f87fe079834da55b67afcb0,100644,pending,,
mission-records,.kranz/missions/m-9f13d2/plan.json,ba542023789e88205ddcb9707c2c3ee31dfeef3c,100644,pending,,
mission-records,.kranz/missions/m-9f13d2/plan.md,c3490e354457d5725258e3166cea30a944cfff81,100644,pending,,
mission-records,.kranz/missions/m-9f13d2/report.md,6ed2ef61ded41da66f0008f112ff04119fb479f9,100644,pending,,
mission-records,.kranz/missions/m-9f926f/plan.json,bb980b9896435ee30b8d57d100cfc2c7896b299f,100644,pending,,
mission-records,.kranz/missions/m-9f926f/plan.md,78d04dbb7ab22e2880fe93bf8695f015f6c7ed8f,100644,pending,,
mission-records,.kranz/missions/m-9f926f/report.md,ba5588f7ec56fec1d384966bcbf8cc9f7a215e1c,100644,pending,,
mission-records,.kranz/missions/m-a11f17/plan.json,89dbce0daf005093a3e6f1a2df1b3ea032985ae4,100644,pending,,
mission-records,.kranz/missions/m-a11f17/plan.md,0501fa74fcdf3da6621a8e1e46c291c390c86694,100644,pending,,
mission-records,.kranz/missions/m-a11f17/report.md,cb4f2967b0c774b4d80031b6ad26bbf03c8e7242,100644,pending,,
mission-records,.kranz/missions/m-a78225/plan.json,bb79eaf3cf3c4bcc8e984a2c46272edf6f606236,100644,pending,,
mission-records,.kranz/missions/m-a78225/plan.md,58f01230d8e6cebd836dc50bc5070c2daa28fa72,100644,pending,,
mission-records,.kranz/missions/m-a78225/report.md,1e46798dfaa7a3f6c95ed0df885e7c6b4aee3f35,100644,pending,,
mission-records,.kranz/missions/m-acb3a0/plan.json,ebca19bcb49032443aa99ca8b5631bdc9862f36a,100644,pending,,
mission-records,.kranz/missions/m-acb3a0/plan.md,e5d03d31fc07b47272e1aa3fce467333b84499e3,100644,pending,,
mission-records,.kranz/missions/m-acb3a0/report.md,0c2bc89d3947f5d3134c50cb29683f8e76083116,100644,pending,,
mission-records,.kranz/missions/m-b397e4/plan.json,ee366a45131e84fe60c2438446120079dfdf91e2,100644,pending,,
mission-records,.kranz/missions/m-b397e4/plan.md,a66d2500c4f910e070c14162d5f2e5fc4b0421ee,100644,pending,,
mission-records,.kranz/missions/m-b397e4/report.md,ecb4724b2644d458f773ea2f228ae2929cf8a423,100644,pending,,
mission-records,.kranz/missions/m-b66d34/plan.json,41a2157c30c360a7bd33b684266c1a989e6a029c,100644,pending,,
mission-records,.kranz/missions/m-b66d34/plan.md,10fe23fe21d3c88d8858ae49ee5c5edcdb8a8324,100644,pending,,
mission-records,.kranz/missions/m-b66d34/report.md,39700572651edbb3ed0fedd4111ab1bf3111953a,100644,pending,,
mission-records,.kranz/missions/m-b66d34/research.md,3168b975da49af19d50f4a66c3e173c5ec56c64f,100644,pending,,
mission-records,.kranz/missions/m-b9ce7a/plan.json,c381a94ff66ef5cd1c3a78d49f7e7b60f9682801,100644,pending,,
mission-records,.kranz/missions/m-b9ce7a/plan.md,9e85990279b1dcafabc75c4e5e84e5dd76a7c1b5,100644,pending,,
mission-records,.kranz/missions/m-b9ce7a/report.md,a6f062837a07854e6b635aa968725374e0a1c684,100644,pending,,
mission-records,.kranz/missions/m-ba8d58/plan.json,393e69a6e49304ac1bbb4bf352e39fa74eddb3bc,100644,pending,,
mission-records,.kranz/missions/m-ba8d58/plan.md,ee21649025823ca5899916f57b86bbac5f0b31f7,100644,pending,,
mission-records,.kranz/missions/m-ba8d58/report.md,1d86084609a09839eab16caff13a895f8cfb3785,100644,pending,,
mission-records,.kranz/missions/m-bbe805/plan.json,0698c358ca0199801efead7469b75e29cb7aec10,100644,pending,,
mission-records,.kranz/missions/m-bbe805/plan.md,2ca2b326929c799f7fe11e52f0830aa6c8b2117f,100644,pending,,
mission-records,.kranz/missions/m-bbe805/report.md,5b1af6935939a2aa40c52edad04e11badfa9481f,100644,pending,,
mission-records,.kranz/missions/m-bc11fb/plan.json,0204d098bd10e48a1d5928ced62b3bb6098cc832,100644,pending,,
mission-records,.kranz/missions/m-bc11fb/plan.md,fb79213ae9caddd0dbdc58135e5a90e70a3ac95b,100644,pending,,
mission-records,.kranz/missions/m-bc11fb/report.md,47ede06c01e94263bf273f43839918d6da032f68,100644,pending,,
mission-records,.kranz/missions/m-bf1264/plan.json,85f111ca10b8a76a861ac7065632a4e18df293cb,100644,pending,,
mission-records,.kranz/missions/m-bf1264/plan.md,48588eb4e1d6887a631a1437aaacdc3a208ddb32,100644,pending,,
mission-records,.kranz/missions/m-bf1264/report.md,80c43ea49c31d9f142bba38633134b667d6639d8,100644,pending,,
mission-records,.kranz/missions/m-c4f925/plan.json,cdbfe19423fc33875b23aa8f484335f3c2da94cb,100644,pending,,
mission-records,.kranz/missions/m-c4f925/plan.md,3be36489eece6022a264e510954d9f5045d95230,100644,pending,,
mission-records,.kranz/missions/m-c4f925/report.md,29bd59ef8660c1f32ad32be025b661aea6bdc20d,100644,pending,,
mission-records,.kranz/missions/m-c6882a/plan.json,f4ea7a67d6d6d99de6e679aae6378d7a5a1fc713,100644,pending,,
mission-records,.kranz/missions/m-c6882a/plan.md,52d14c25bf7c499fd36a3b10a515624a6e4b810d,100644,pending,,
mission-records,.kranz/missions/m-c6882a/report.md,a870bbc6d4682afb77371c239781649c3c2c67af,100644,pending,,
mission-records,.kranz/missions/m-c6882a/research.md,a2f79ec2f1a662726d4463ede7cdce619fa7f013,100644,pending,,
mission-records,.kranz/missions/m-c9c915/plan.json,6b1947bf07344220789b0a5317d80b4464a2e824,100644,pending,,
mission-records,.kranz/missions/m-c9c915/plan.md,9ebb4532901bb240cee7603b1a3d6c5213774126,100644,pending,,
mission-records,.kranz/missions/m-c9c915/report.md,108f539bccf011cef83f78db6149ce03870a136b,100644,pending,,
mission-records,.kranz/missions/m-cde2e8/plan.json,38d6b7e211998f4c09d79a152d08c99d5b7b97f3,100644,pending,,
mission-records,.kranz/missions/m-cde2e8/plan.md,fec7ad66555bf099ba9c8415f2d173809d315293,100644,pending,,
mission-records,.kranz/missions/m-cde2e8/report.md,5e37ec1614a5100b13628d2a12ebaa3f7f58d4d4,100644,pending,,
mission-records,.kranz/missions/m-d1e3c3/plan.json,41558c66e3fa51e24128015c5fd454c2e07c18d3,100644,pending,,
mission-records,.kranz/missions/m-d1e3c3/plan.md,2641f3b48e9e7569cb3fd5ec466f04ae0a3da551,100644,pending,,
mission-records,.kranz/missions/m-d1e3c3/report.md,e88ff3f5d1902af2102fd93ae5002eacb7c3c4cd,100644,pending,,
mission-records,.kranz/missions/m-d1e3c3/research.md,81287cbd7658380d82d0d05aaa259bda87a76664,100644,pending,,
mission-records,.kranz/missions/m-d309c0/plan.json,e309c8cf9a3e65eb6ca7dc312069c8f48901a68b,100644,pending,,
mission-records,.kranz/missions/m-d309c0/plan.md,a5bcb7431718e37b98d2069665534acd9b2e975d,100644,pending,,
mission-records,.kranz/missions/m-d309c0/report.md,0a40a52891309bdef90e4821e896c5fe77db7077,100644,pending,,
mission-records,.kranz/missions/m-d341a7/plan.json,d6dade30dee983f43a9866668b683de11504f667,100644,pending,,
mission-records,.kranz/missions/m-d341a7/plan.md,85f61da41e7797e32a66716f7f807f464fc2d37b,100644,pending,,
mission-records,.kranz/missions/m-d341a7/report.md,1e371c44380226bbc3ca3dbb71ca292f08db7c90,100644,pending,,
mission-records,.kranz/missions/m-db35a6/plan.json,b5135d48dfbee23f97f1cabf8d9e3c97f7a28f76,100644,pending,,
mission-records,.kranz/missions/m-db35a6/plan.md,77ef6f7cc61bf5efcb2da800bd5fae84edd5eb42,100644,pending,,
mission-records,.kranz/missions/m-db35a6/report.md,4f42b38eda6740a3f0857210b82b60ee7604d3d3,100644,pending,,
mission-records,.kranz/missions/m-dffbad/plan.json,e5522809081aa95409f5eb754f46da08c8bf57dc,100644,pending,,
mission-records,.kranz/missions/m-dffbad/plan.md,034da3ea3e75879654de5123688a7b8c386e8b24,100644,pending,,
mission-records,.kranz/missions/m-dffbad/report.md,21f774b16c99a822391ebb49a7184a5a82a9973e,100644,pending,,
mission-records,.kranz/missions/m-f1c684/plan.json,3efdb3f6c4c8c788eb265baea02ccea02664bfa7,100644,pending,,
mission-records,.kranz/missions/m-f1c684/plan.md,f6da1b991bd7c2965f91c4b4cd8a8550e71e170f,100644,pending,,
mission-records,.kranz/missions/m-f1c684/report.md,98f67e99f63fa6f667a7bca81b835e00df41f88c,100644,pending,,
